,date,value,buySell
0,1986-01-02,17.5,-1
1,1986-01-02,20.61,0
2,1986-01-03,18.0,0
3,1986-01-03,22.43,0
4,1986-01-06,19.0,0
5,1986-01-06,24.15,0
6,1986-01-07,20.5,0
7,1986-01-07,23.48,0
8,1986-01-07,10.0,0
9,1986-01-08,20.0,0
10,1986-01-08,21.66,0
11,1986-01-09,19.04,0
12,1986-01-09,24.62,0
13,1986-01-10,18.5,0
14,1986-01-10,22.43,0
15,1986-01-10,10.0,0
16,1986-01-13,20.0,0
17,1986-01-13,21.28,0
18,1986-01-14,19.5,0
19,1986-01-14,20.43,0
20,1986-01-14,9.0,0
21,1986-01-15,18.0,0
22,1986-01-15,20.9,0
23,1986-01-16,18.49,0
24,1986-01-16,20.43,0
25,1986-01-16,9.0,0
26,1986-01-17,18.0,0
27,1986-01-17,20.52,0
28,1986-01-20,17.5,0
29,1986-01-20,19.95,0
30,1986-01-21,18.0,0
31,1986-01-21,20.43,0
32,1986-01-21,9.0,0
33,1986-01-22,17.5,0
34,1986-01-22,20.04,0
35,1986-01-23,18.0,0
36,1986-01-23,20.52,0
37,1986-01-23,9.0,0
38,1986-01-24,17.8,0
39,1986-01-24,20.42,0
40,1986-01-24,8.6,0
41,1986-01-27,17.5,0
42,1986-01-27,20.52,0
43,1986-01-28,17.4,0
44,1986-01-28,20.59,0
45,1986-01-28,14.0,0
46,1986-01-29,17.5,0
47,1986-01-29,19.95,0
48,1986-01-30,16.2,0
49,1986-01-31,17.5,0
50,1986-01-31,19.95,0
51,1986-02-03,19.0,0
52,1986-02-03,23.27,0
53,1986-02-04,20.82,0
54,1986-02-04,23.73,0
55,1986-02-04,10.25,0
56,1986-02-05,21.5,0
57,1986-02-05,23.18,0
58,1986-02-05,10.15,0
59,1986-02-06,21.5,0
60,1986-02-06,24.87,0
61,1986-02-07,23.0,0
62,1986-02-07,25.2,0
63,1986-02-07,11.0,0
64,1986-02-13,24.0,0
65,1986-02-13,27.47,0
66,1986-02-13,12.0,0
67,1986-02-14,23.5,0
68,1986-02-14,27.13,0
69,1986-02-14,12.0,0
70,1986-02-17,24.01,0
71,1986-02-17,27.48,0
72,1986-02-18,24.5,0
73,1986-02-18,28.75,0
74,1986-02-18,12.5,0
75,1986-02-19,25.3,0
76,1986-02-19,28.85,0
77,1986-02-19,13.0,0
78,1986-02-20,26.0,0
79,1986-02-20,29.64,0
80,1986-02-20,13.0,0
81,1986-02-21,27.0,0
82,1986-02-21,32.49,0
83,1986-02-21,14.0,0
84,1986-02-24,29.5,0
85,1986-02-24,30.78,0
86,1986-02-24,14.0,0
87,1986-02-25,26.5,0
88,1986-02-25,30.21,0
89,1986-02-26,29.0,0
90,1986-02-26,33.08,0
91,1986-02-27,28.3,0
92,1986-02-27,33.06,0
93,1986-02-27,15.0,0
94,1986-03-04,40.0,0
95,1986-03-04,39.52,0
96,1986-03-04,18.0,0
97,1986-03-05,37.01,0
98,1986-03-05,38.5,0
99,1986-03-05,12.0,0
100,1986-03-06,39.5,0
101,1986-03-06,40.04,0
102,1986-03-06,18.5,0
103,1986-03-07,35.0,0
104,1986-03-07,34.68,0
105,1986-03-07,16.5,0
106,1986-03-10,35.0,0
107,1986-03-10,38.04,0
108,1986-03-10,20.0,0
109,1986-03-11,38.0,0
110,1986-03-11,40.08,0
111,1986-03-11,17.0,0
112,1986-03-12,40.0,0
113,1986-03-12,42.44,0
114,1986-03-12,20.0,0
115,1986-03-13,42.0,0
116,1986-03-13,45.1,0
117,1986-03-14,41.4,0
118,1986-03-14,44.97,0
119,1986-03-14,22.0,0
120,1986-03-17,49.0,0
121,1986-03-17,54.48,0
122,1986-03-18,49.01,0
123,1986-03-18,57.69,0
124,1986-03-19,55.2,0
125,1986-03-19,55.62,0
126,1986-03-19,25.0,0
127,1986-03-20,54.0,0
128,1986-03-20,55.0,0
129,1986-03-21,56.0,0
130,1986-03-21,55.62,0
131,1986-03-24,53.0,0
132,1986-03-24,56.93,0
133,1986-03-25,58.0,0
134,1986-03-25,59.62,0
135,1986-03-25,20.0,0
136,1986-03-26,55.01,0
137,1986-03-26,59.74,0
138,1986-03-31,57.5,0
139,1986-03-31,59.0,0
140,1986-03-31,28.0,0
141,1986-04-01,56.0,0
142,1986-04-01,57.7,0
143,1986-04-02,50.99,0
144,1986-04-02,53.63,0
145,1986-04-02,25.0,0
146,1986-04-03,57.0,0
147,1986-04-03,53.56,0
148,1986-04-03,26.25,0
149,1986-04-04,55.5,0
150,1986-04-04,58.71,0
151,1986-04-04,28.5,0
152,1986-04-07,58.0,0
153,1986-04-07,58.37,0
154,1986-04-08,60.0,0
155,1986-04-08,62.1,0
156,1986-04-09,62.0,0
157,1986-04-09,61.62,0
158,1986-04-09,30.0,0
159,1986-04-10,57.0,0
160,1986-04-10,57.66,0
161,1986-04-10,29.0,0
162,1986-04-11,62.0,0
163,1986-04-11,60.77,0
164,1986-04-11,30.0,0
165,1986-04-14,60.0,0
166,1986-04-14,64.17,0
167,1986-04-14,30.0,0
168,1986-04-15,63.0,0
169,1986-04-15,63.65,0
170,1986-04-16,57.0,0
171,1986-04-16,55.89,0
172,1986-04-16,27.5,0
173,1986-04-17,57.0,0
174,1986-04-17,63.44,0
175,1986-04-18,60.0,0
176,1986-04-18,62.09,0
177,1986-04-18,45.0,0
178,1986-04-22,60.0,0
179,1986-04-22,62.1,0
180,1986-04-22,30.0,0
181,1986-04-23,60.0,0
182,1986-04-23,60.0,0
183,1986-04-23,29.5,0
184,1986-04-24,57.0,0
185,1986-04-24,62.09,0
186,1986-04-24,28.0,0
187,1986-04-25,57.0,0
188,1986-04-25,59.0,0
189,1986-04-28,57.0,0
190,1986-04-28,57.96,0
191,1986-04-29,51.0,0
192,1986-04-29,54.86,0
193,1986-04-29,26.0,0
194,1986-04-30,57.0,0
195,1986-04-30,57.7,0
196,1986-04-30,30.0,0
197,1986-05-02,56.0,0
198,1986-05-02,57.45,0
199,1986-05-02,26.0,0
200,1986-05-05,57.0,0
201,1986-05-05,56.65,0
202,1986-05-06,52.0,0
203,1986-05-06,51.76,0
204,1986-05-07,50.0,0
205,1986-05-07,51.76,0
206,1986-05-07,26.0,0
207,1986-05-08,51.0,0
208,1986-05-08,54.86,0
209,1986-05-08,52.75,0
210,1986-05-09,55.59,0
211,1986-05-09,54.85,0
212,1986-05-09,53.11,0
213,1986-05-09,20.0,0
214,1986-05-12,50.0,0
215,1986-05-12,49.7,0
216,1986-05-13,46.5,0
217,1986-05-13,49.44,0
218,1986-05-13,24.0,0
219,1986-05-14,45.0,0
220,1986-05-14,48.74,0
221,1986-05-14,23.2,0
222,1986-05-15,47.5,0
223,1986-05-15,51.72,0
224,1986-05-16,49.5,0
225,1986-05-16,49.16,0
226,1986-05-16,24.0,0
227,1986-05-19,47.0,0
228,1986-05-19,47.24,0
229,1986-05-20,42.0,0
230,1986-05-20,44.51,0
231,1986-05-21,45.0,0
232,1986-05-21,46.08,0
233,1986-05-22,42.1,0
234,1986-05-22,43.99,0
235,1986-05-22,45.85,0
236,1986-05-23,45.0,0
237,1986-05-23,46.26,0
238,1986-05-23,45.32,0
239,1986-05-27,46.0,0
240,1986-05-27,48.52,0
241,1986-05-27,24.0,0
242,1986-05-28,46.5,0
243,1986-05-28,47.38,0
