,date,value,buySell
0,1986-01-02,4.3,-1
1,1986-01-03,4.3,0
2,1986-01-03,5.24,0
3,1986-01-06,4.9,0
4,1986-01-06,6.33,0
5,1986-01-07,5.3,0
6,1986-01-07,5.92,0
7,1986-01-08,5.2,0
8,1986-01-09,4.9,0
9,1986-01-10,5.1,0
10,1986-01-10,2.55,0
11,1986-01-13,4.9,0
12,1986-01-14,4.5,0
13,1986-01-15,4.5,0
14,1986-01-16,4.2,0
15,1986-01-17,4.2,0
16,1986-01-17,4.82,0
17,1986-01-20,4.2,0
18,1986-01-21,4.3,0
19,1986-01-22,4.4,0
20,1986-01-22,5.02,0
21,1986-01-23,3.9,0
22,1986-01-24,3.9,0
23,1986-01-27,3.93,0
24,1986-01-28,4.05,0
25,1986-01-29,4.06,0
26,1986-01-30,4.15,0
27,1986-01-31,4.1,0
28,1986-02-03,4.11,0
29,1986-02-04,4.18,0
30,1986-02-05,4.5,0
31,1986-02-06,4.05,0
32,1986-02-07,4.2,0
33,1986-02-07,4.7,0
34,1986-02-13,4.1,0
35,1986-02-14,4.1,0
36,1986-02-17,4.4,0
37,1986-02-18,4.6,0
38,1986-02-19,4.6,0
39,1986-02-20,4.65,0
40,1986-02-21,4.5,0
41,1986-02-21,5.13,0
42,1986-02-24,4.2,0
43,1986-02-25,4.6,0
44,1986-02-26,4.3,0
45,1986-02-27,4.45,0
46,1986-03-04,6.0,0
47,1986-03-05,5.5,0
48,1986-03-05,6.76,0
49,1986-03-06,6.5,0
50,1986-03-07,7.1,0
51,1986-03-10,7.0,0
52,1986-03-10,7.73,0
53,1986-03-11,7.5,0
54,1986-03-11,7.98,0
55,1986-03-12,8.0,0
56,1986-03-13,8.5,0
57,1986-03-13,9.31,0
58,1986-03-14,11.0,0
59,1986-03-14,11.28,0
60,1986-03-17,11.0,0
61,1986-03-17,15.01,0
62,1986-03-18,15.0,0
63,1986-03-18,15.56,0
64,1986-03-18,7.5,0
65,1986-03-19,15.0,0
66,1986-03-20,14.0,0
67,1986-03-20,15.45,0
68,1986-03-21,14.0,0
69,1986-03-21,12.36,0
70,1986-03-24,13.51,0
71,1986-03-24,15.45,0
72,1986-03-25,15.0,0
73,1986-03-26,13.49,0
74,1986-03-26,13.96,0
75,1986-03-26,6.0,0
76,1986-03-31,13.5,0
77,1986-03-31,13.98,0
78,1986-03-31,6.75,0
79,1986-04-01,13.5,0
80,1986-04-01,13.87,0
81,1986-04-02,13.0,0
82,1986-04-03,12.0,0
83,1986-04-03,12.54,0
84,1986-04-04,12.0,0
85,1986-04-07,16.0,0
86,1986-04-07,17.5,0
87,1986-04-08,16.0,0
