,date,value,buySell
0,1986-01-02,435.0,-1
1,1986-01-03,450.0,0
2,1986-01-06,445.0,0
3,1986-01-06,220.0,0
4,1986-01-07,450.0,0
5,1986-01-08,450.0,0
6,1986-01-08,200.0,0
7,1986-01-09,460.0,0
8,1986-01-10,460.0,0
9,1986-01-13,461.0,0
10,1986-01-14,461.0,0
11,1986-01-14,230.0,0
12,1986-01-15,471.02,0
13,1986-01-15,235.0,0
14,1986-01-17,470.0,0
15,1986-01-20,470.0,0
16,1986-01-20,230.0,0
17,1986-01-21,475.01,0
18,1986-01-21,235.0,0
19,1986-01-22,475.0,0
20,1986-01-22,237.0,0
21,1986-01-23,475.0,0
22,1986-01-24,500.0,0
23,1986-01-27,500.0,0
24,1986-01-27,250.0,0
25,1986-01-28,510.0,0
26,1986-01-28,260.0,0
27,1986-01-29,511.03,0
28,1986-01-30,515.01,0
29,1986-01-30,200.0,0
30,1986-01-31,516.0,0
31,1986-02-03,515.0,0
32,1986-02-03,250.0,0
33,1986-02-04,520.01,0
34,1986-02-04,260.0,0
35,1986-02-05,590.0,0
36,1986-02-05,300.0,0
37,1986-02-06,590.0,0
38,1986-02-06,290.0,0
39,1986-02-07,600.0,0
40,1986-02-07,300.0,0
41,1986-02-13,600.0,0
42,1986-02-13,300.0,0
43,1986-02-14,650.0,0
44,1986-02-17,620.0,0
45,1986-02-17,302.5,0
46,1986-02-18,610.0,0
47,1986-02-18,300.0,0
48,1986-02-19,610.0,0
49,1986-02-19,300.0,0
50,1986-02-20,620.0,0
51,1986-02-21,615.0,0
52,1986-02-24,615.0,0
53,1986-02-24,307.0,0
54,1986-02-25,615.0,0
55,1986-02-26,615.0,0
56,1986-02-26,300.0,0
57,1986-02-27,620.0,0
58,1986-03-05,315.0,0
59,1986-03-06,750.0,0
60,1986-03-07,806.0,0
61,1986-03-07,400.0,0
62,1986-03-10,825.0,0
63,1986-03-10,430.0,0
64,1986-03-11,950.0,0
65,1986-03-11,400.0,0
66,1986-03-12,950.0,0
67,1986-03-12,475.0,0
68,1986-03-13,1000.0,0
69,1986-03-13,500.0,0
